product_id,line,batch_count,tray_no,position,rank
P10000374906,1,3749,6,6,B
P10000374911,1,3749,6,11,B
P10000375012,1,3750,18,12,D
P10000375113,1,3751,22,13,D
P10000375209,1,3752,11,9,D
P10000375402,1,3754,15,2,A
P10000375415,1,3754,15,15,A
P10000375508,1,3755,21,8,C
P10000375510,1,3755,21,10,B
P10000375614,1,3756,27,14,C
P10000375708,1,3757,4,8,C
P10000375802,1,3758,25,2,A
P10000375901,1,3759,23,1,B
P10000376011,1,3760,24,11,C
P10000376015,1,3760,24,15,B
P10000376107,1,3761,5,7,A
P10000376110,1,3761,5,10,A
P10000376204,1,3762,3,4,D
P10000376207,1,3762,3,7,C
P10000376216,1,3762,3,16,C
P10000376507,1,3765,19,7,B
P10000376510,1,3765,19,10,C
P10000376602,1,3766,14,2,B
P10000376802,1,3768,28,2,C
P10000376805,1,3768,28,5,C
P10000376901,1,3769,2,1,B
P10000377004,1,3770,17,4,C
P10000377113,1,3771,1,13,C
P10000377210,1,3772,16,10,A
P10000377211,1,3772,16,11,A
P10000377315,1,3773,30,15,A
P10000377316,1,3773,30,16,C
P10000377401,1,3774,29,1,C
P10000377402,1,3774,29,2,B
P10000377411,1,3774,29,11,B
P10000377412,1,3774,29,12,B
P10000377415,1,3774,29,15,A
P10000377602,1,3776,9,2,A
P10000377705,1,3777,13,5,B
P10000377807,1,3778,12,7,B
P10000377908,1,3779,6,8,B
P10000378005,1,3780,18,5,B
P10000378010,1,3780,18,10,A
P10000378016,1,3780,18,16,B
P10000378104,1,3781,22,4,A
P10000378108,1,3781,22,8,A
P10000378113,1,3781,22,13,C
P10000378202,1,3782,11,2,C
P10000378313,1,3783,20,13,C
P10000378314,1,3783,20,14,C
P10000378409,1,3784,15,9,C
P10000378602,1,3786,27,2,C
P10000378705,1,3787,4,5,C
P10000378710,1,3787,4,10,B
P10000378904,1,3789,23,4,D
P10000379011,1,3790,24,11,B
P10000379101,1,3791,5,1,B
P10000379102,1,3791,5,2,B
P10000379103,1,3791,5,3,B
P10000379110,1,3791,5,10,A
P10000379111,1,3791,5,11,B
P10000379202,1,3792,3,2,B
P10000379509,1,3795,19,9,C
P10000379703,1,3797,8,3,B
P10000379706,1,3797,8,6,D
P10000379804,1,3798,28,4,D
P10000379805,1,3798,28,5,B
P10000379911,1,3799,2,11,C
P10000380013,1,3800,17,13,B
P10000380111,1,3801,1,11,A
P10000380114,1,3801,1,14,A
P10000380201,1,3802,16,1,B
P10000380207,1,3802,16,7,B
P10000380208,1,3802,16,8,A
P10000380216,1,3802,16,16,A
P10000380306,1,3803,30,6,B
P10000380404,1,3804,29,4,B
P10000380407,1,3804,29,7,C
P10000380414,1,3804,29,14,C
P10000380502,1,3805,10,2,A
P10000380602,1,3806,9,2,A
P10000380707,1,3807,13,7,C
P10000380910,1,3809,6,10,C
P10000380915,1,3809,6,15,B
P10000381002,1,3810,18,2,C
P10000381109,1,3811,22,9,B
P10000381206,1,3812,11,6,B
P10000381214,1,3812,11,14,C
P10000381312,1,3813,20,12,C
P10000381611,1,3816,27,11,A
P10000381709,1,3817,4,9,A
P10000381716,1,3817,4,16,B
P10000381807,1,3818,25,7,A
P10000381909,1,3819,23,9,B
P10000381910,1,3819,23,10,A
P10000382003,1,3820,24,3,B
P10000382007,1,3820,24,7,B
P10000382015,1,3820,24,15,B
P10000382109,1,3821,5,9,A
P10000382210,1,3822,3,10,C
P10000382214,1,3822,3,14,B
P10000382403,1,3824,7,3,B
P10000382406,1,3824,7,6,B
P10000382503,1,3825,19,3,C
P10000382508,1,3825,19,8,C
P10000382610,1,3826,14,10,C
P10000382706,1,3827,8,6,B
P10000382804,1,3828,28,4,B
P10000382807,1,3828,28,7,A
P10000382812,1,3828,28,12,C
P10000382813,1,3828,28,13,C
P10000383201,1,3832,16,1,D
P10000383203,1,3832,16,3,A
P10000383210,1,3832,16,10,C
P10000383303,1,3833,30,3,A
P10000383404,1,3834,29,4,C
P10000383411,1,3834,29,11,A
P10000383414,1,3834,29,14,B
P10000383511,1,3835,10,11,B
P10000383513,1,3835,10,13,B
P10000383705,1,3837,13,5,D
P10000383706,1,3837,13,6,C
P10000383716,1,3837,13,16,A
P10000383909,1,3839,6,9,B
P10000384003,1,3840,18,3,D
P10000384009,1,3840,18,9,C
P10000384109,1,3841,22,9,D
P10000384313,1,3843,20,13,C
P10000384501,1,3845,21,1,A
P10000384807,1,3848,25,7,B
P10000384810,1,3848,25,10,A
P10000384908,1,3849,23,8,C
P10000384914,1,3849,23,14,B
P10000385005,1,3850,24,5,D
P10000385110,1,3851,5,10,A
P10000385113,1,3851,5,13,B
P10000385302,1,3853,26,2,B
P10000385304,1,3853,26,4,C
P10000385305,1,3853,26,5,C
P10000385309,1,3853,26,9,B
P10000385312,1,3853,26,12,C
P10000385406,1,3854,7,6,C
P10000385412,1,3854,7,12,B
P10000385511,1,3855,19,11,C
P10000385608,1,3856,14,8,B
P10000385613,1,3856,14,13,B
P10000385716,1,3857,8,16,B
P10000385804,1,3858,28,4,C
P10000385809,1,3858,28,9,C
P10000385811,1,3858,28,11,C
P10000386107,1,3861,1,7,C
P10000386110,1,3861,1,10,C
P10000386113,1,3861,1,13,C
P10000386312,1,3863,30,12,C
P10000386414,1,3864,29,14,B
P10000386516,1,3865,10,16,C
P10000386603,1,3866,9,3,A
P10000386606,1,3866,9,6,C
P10000386611,1,3866,9,11,C
P10000386705,1,3867,13,5,C
P10000386708,1,3867,13,8,D
P10000386802,1,3868,12,2,C
P10000386803,1,3868,12,3,A
P10000386811,1,3868,12,11,A
P10000386816,1,3868,12,16,B
P10000387102,1,3871,22,2,C
P10000387104,1,3871,22,4,A
P10000387114,1,3871,22,14,D
P10000387208,1,3872,11,8,B
P10000387309,1,3873,20,9,C
P10000387413,1,3874,15,13,A
P10000387609,1,3876,27,9,D
P10000387610,1,3876,27,10,C
P10000387808,1,3878,25,8,D
P10000387811,1,3878,25,11,D
P10000388002,1,3880,24,2,D
P10000388111,1,3881,5,11,C
P10000388209,1,3882,3,9,D
P10000388215,1,3882,3,15,C
P10000388701,1,3887,8,1,C
P10000388709,1,3887,8,9,C
P10000388712,1,3887,8,12,C
P10000388808,1,3888,28,8,B
P10000388903,1,3889,2,3,C
P10000388913,1,3889,2,13,C
P10000388915,1,3889,2,15,C
P10000389014,1,3890,17,14,C
P10000389313,1,3893,30,13,D
P10000389403,1,3894,29,3,A
P10000389409,1,3894,29,9,D
P10000389413,1,3894,29,13,D
P10000389815,1,3898,12,15,B
P10000390015,1,3900,18,15,A
P10000390104,1,3901,22,4,B
P10000390114,1,3901,22,14,C
P10000390203,1,3902,11,3,C
P10000390210,1,3902,11,10,C
P10000390212,1,3902,11,12,C
P10000390214,1,3902,11,14,B
P10000390301,1,3903,20,1,B
P10000390306,1,3903,20,6,A
P10000390309,1,3903,20,9,C
P10000390402,1,3904,15,2,A
P10000390403,1,3904,15,3,A
P10000390410,1,3904,15,10,A
P10000390415,1,3904,15,15,A
P10000390501,1,3905,21,1,C
P10000390506,1,3905,21,6,B
P10000390512,1,3905,21,12,C
P10000390603,1,3906,27,3,A
P10000390704,1,3907,4,4,C
P10000390801,1,3908,25,1,C
P10000390805,1,3908,25,5,C
P10000390808,1,3908,25,8,C
P10000390903,1,3909,23,3,B
P10000391102,1,3911,5,2,A
P10000391105,1,3911,5,5,B
P10000391303,1,3913,26,3,C
P10000391404,1,3914,7,4,B
P10000391413,1,3914,7,13,C
P10000391416,1,3914,7,16,B
P10000391503,1,3915,19,3,B
P10000391504,1,3915,19,4,C
P10000391710,1,3917,8,10,C
P10000391712,1,3917,8,12,B
P10000392302,1,3923,30,2,C
P10000392307,1,3923,30,7,B
P10000392505,1,3925,10,5,B
P10000392604,1,3926,9,4,B
P10000392610,1,3926,9,10,B
P10000392703,1,3927,13,3,B
P10000392809,1,3928,12,9,B
P10000392816,1,3928,12,16,B
P10000393013,1,3930,18,13,B
P10000393208,1,3932,11,8,D
P10000393307,1,3933,20,7,A
P10000393308,1,3933,20,8,B
P10000393313,1,3933,20,13,C
P10000393404,1,3934,15,4,D
P10000393406,1,3934,15,6,C
P10000393501,1,3935,21,1,B
P10000393612,1,3936,27,12,B
P10000393715,1,3937,4,15,B
P10000393914,1,3939,23,14,A
P10000394007,1,3940,24,7,C
P10000394015,1,3940,24,15,C
P10000394205,1,3942,3,5,D
P10000394212,1,3942,3,12,D
P10000394301,1,3943,26,1,B
P10000394310,1,3943,26,10,A
P10000394312,1,3943,26,12,C
P10000394511,1,3945,19,11,C
P10000394512,1,3945,19,12,C
P10000394704,1,3947,8,4,B
P10000395003,1,3950,17,3,D
P10000395014,1,3950,17,14,B
P10000395115,1,3951,1,15,C
P10000395203,1,3952,16,3,C
P10000395304,1,3953,30,4,D
P10000395315,1,3953,30,15,C
P10000395514,1,3955,10,14,A
P10000395604,1,3956,9,4,D
P10000395611,1,3956,9,11,C
P10000395907,1,3959,6,7,A
P10000395910,1,3959,6,10,C
P10000396007,1,3960,18,7,C
P10000396011,1,3960,18,11,A
P10000396013,1,3960,18,13,B
P10000396215,1,3962,11,15,C
P10000396407,1,3964,15,7,A
P10000396512,1,3965,21,12,C
P10000396713,1,3967,4,13,C
P10000396812,1,3968,25,12,C
P10000396901,1,3969,23,1,C
P10000397106,1,3971,5,6,B
P10000397214,1,3972,3,14,C
P10000397307,1,3973,26,7,D
P10000397308,1,3973,26,8,D
P10000397508,1,3975,19,8,D
P10000397511,1,3975,19,11,A
P10000397611,1,3976,14,11,B
P10000397812,1,3978,28,12,B
P10000397814,1,3978,28,14,B
P10000398011,1,3980,17,11,C
P10000398103,1,3981,1,3,D
P10000398106,1,3981,1,6,D
P10000398108,1,3981,1,8,C
P10000398109,1,3981,1,9,C
P10000398311,1,3983,30,11,B
P10000398316,1,3983,30,16,B
P10000398814,1,3988,12,14,A
P10000398901,1,3989,6,1,B
P10000399009,1,3990,18,9,B
P10000399109,1,3991,22,9,D
P10000399204,1,3992,11,4,C
P10000399214,1,3992,11,14,B
P10000399310,1,3993,20,10,D
P10000399409,1,3994,15,9,C
P10000399414,1,3994,15,14,A
P10000399508,1,3995,21,8,C
P10000399602,1,3996,27,2,B
P10000399614,1,3996,27,14,A
P10000399701,1,3997,4,1,C
P10000399706,1,3997,4,6,C
P10000399716,1,3997,4,16,D
P10000399916,1,3999,23,16,C
P10000400013,1,4000,24,13,D
P10000400107,1,4001,5,7,A
P10000400114,1,4001,5,14,A
P10000400411,1,4004,7,11,B
P10000400502,1,4005,19,2,B
P10000400505,1,4005,19,5,D
P10000400602,1,4006,14,2,B
P10000400606,1,4006,14,6,B
P10000400607,1,4006,14,7,B
P10000400706,1,4007,8,6,A
P10000400708,1,4007,8,8,B
P10000400713,1,4007,8,13,B
P10000400802,1,4008,28,2,A
P10000401012,1,4010,17,12,C
P10000401013,1,4010,17,13,B
P10000401101,1,4011,1,1,D
P10000401106,1,4011,1,6,C
P10000401203,1,4012,16,3,A
P10000401304,1,4013,30,4,A
P10000401305,1,4013,30,5,C
P10000401309,1,4013,30,9,D
P10000401412,1,4014,29,12,A
P10000401506,1,4015,10,6,A
P10000401603,1,4016,9,3,A
P10000401606,1,4016,9,6,A
P10000401615,1,4016,9,15,A
P10000401704,1,4017,13,4,C
P10000401803,1,4018,12,3,B
P10000401812,1,4018,12,12,A
P10000402015,1,4020,18,15,B
P10000402102,1,4021,22,2,C
P10000402116,1,4021,22,16,A
P10000402306,1,4023,20,6,C
P10000402313,1,4023,20,13,C
P10000402408,1,4024,15,8,A
P10000402410,1,4024,15,10,B
P10000402515,1,4025,21,15,B
P10000402607,1,4026,27,7,A
P10000402609,1,4026,27,9,B
P10000402701,1,4027,4,1,D
P10000402807,1,4028,25,7,C
P10000402809,1,4028,25,9,B
P10000403008,1,4030,24,8,C
P10000403014,1,4030,24,14,C
P10000403113,1,4031,5,13,B
P10000403303,1,4033,26,3,B
P10000403308,1,4033,26,8,D
P10000403309,1,4033,26,9,A
P10000403314,1,4033,26,14,A
P10000403403,1,4034,7,3,A
P10000403413,1,4034,7,13,C
P10000403501,1,4035,19,1,C
P10000403508,1,4035,19,8,B
P10000403515,1,4035,19,15,B
P10000403516,1,4035,19,16,B
P10000403602,1,4036,14,2,B
P10000403611,1,4036,14,11,B
P10000403616,1,4036,14,16,B
P10000403710,1,4037,8,10,B
P10000403713,1,4037,8,13,B
P10000403803,1,4038,28,3,A
P10000403815,1,4038,28,15,A
P10000403915,1,4039,2,15,A
P10000404009,1,4040,17,9,C
P10000404011,1,4040,17,11,C
P10000404114,1,4041,1,14,A
P10000404302,1,4043,30,2,C
P10000404312,1,4043,30,12,D
P10000404603,1,4046,9,3,A
P10000404712,1,4047,13,12,B
P10000404901,1,4049,6,1,C
P10000405007,1,4050,18,7,B
P10000405104,1,4051,22,4,A
P10000405202,1,4052,11,2,B
P10000405209,1,4052,11,9,B
P10000405210,1,4052,11,10,B
P10000405213,1,4052,11,13,B
P10000405310,1,4053,20,10,C
P10000405410,1,4054,15,10,C
P10000405505,1,4055,21,5,B
P10000405702,1,4057,4,2,B
P10000405708,1,4057,4,8,D
P10000405712,1,4057,4,12,C
P10000405804,1,4058,25,4,A
P10000405811,1,4058,25,11,B
P10000406009,1,4060,24,9,D
P10000406107,1,4061,5,7,B
P10000406206,1,4062,3,6,A
P10000406416,1,4064,7,16,B
P10000406501,1,4065,19,1,D
P10000406503,1,4065,19,3,D
P10000406510,1,4065,19,10,C
P10000406905,1,4069,2,5,A
P10000406914,1,4069,2,14,B
P10000406916,1,4069,2,16,C
P10000407103,1,4071,1,3,A
P10000407110,1,4071,1,10,A
P10000407114,1,4071,1,14,A
P10000407203,1,4072,16,3,A
P10000407204,1,4072,16,4,B
P10000407306,1,4073,30,6,B
P10000407411,1,4074,29,11,B
P10000407501,1,4075,10,1,B
P10000407714,1,4077,13,14,B
P10000407801,1,4078,12,1,B
P10000407803,1,4078,12,3,A
P10000407807,1,4078,12,7,A
P10000407810,1,4078,12,10,A
P10000407902,1,4079,6,2,C
P10000407906,1,4079,6,6,A
P10000408011,1,4080,18,11,B
P10000408103,1,4081,22,3,B
P10000408108,1,4081,22,8,B
P10000408205,1,4082,11,5,B
P10000408206,1,4082,11,6,A
P10000408207,1,4082,11,7,A
P10000408309,1,4083,20,9,C
P10000408403,1,4084,15,3,A
P10000408408,1,4084,15,8,C
P10000408412,1,4084,15,12,B
P10000408510,1,4085,21,10,C
P10000408516,1,4085,21,16,C
P10000408704,1,4087,4,4,D
P10000408705,1,4087,4,5,D
P10000408808,1,4088,25,8,C
P10000408916,1,4089,23,16,C
P10000409003,1,4090,24,3,B
P10000409009,1,4090,24,9,C
P10000409011,1,4090,24,11,B
P10000409015,1,4090,24,15,B
P10000409108,1,4091,5,8,C
P10000409110,1,4091,5,10,B
P10000409211,1,4092,3,11,A
P10000409213,1,4092,3,13,B
P10000409214,1,4092,3,14,B
P10000409216,1,4092,3,16,C
P10000409307,1,4093,26,7,B
P10000409414,1,4094,7,14,A
P10000409502,1,4095,19,2,B
P10000409602,1,4096,14,2,B
P10000409709,1,4097,8,9,C
P10000409805,1,4098,28,5,B
P10000409814,1,4098,28,14,A
P10000409916,1,4099,2,16,A
P10000410007,1,4100,17,7,C
P10000410210,1,4102,16,10,B
P10000410311,1,4103,30,11,B
P10000410413,1,4104,29,13,D
P10000410607,1,4106,9,7,A
P10000410611,1,4106,9,11,A
P10000410710,1,4107,13,10,A
P10000410904,1,4109,6,4,B
P10000411007,1,4110,18,7,C
P10000411107,1,4111,22,7,B
P10000411109,1,4111,22,9,D
P10000411214,1,4112,11,14,A
P10000411303,1,4113,20,3,A
P10000411307,1,4113,20,7,C
P10000411412,1,4114,15,12,D
P10000411414,1,4114,15,14,B
P10000411504,1,4115,21,4,C
P10000411614,1,4116,27,14,A
P10000411705,1,4117,4,5,D
P10000411709,1,4117,4,9,B
P10000411816,1,4118,25,16,B
P10000411902,1,4119,23,2,A
P10000411914,1,4119,23,14,A
P10000412009,1,4120,24,9,D
P10000412101,1,4121,5,1,B
P10000412106,1,4121,5,6,B
P10000412110,1,4121,5,10,A
P10000412112,1,4121,5,12,A
P10000412114,1,4121,5,14,C
P10000412208,1,4122,3,8,B
P10000412405,1,4124,7,5,B
P10000412512,1,4125,19,12,C
P10000412514,1,4125,19,14,B
P10000412706,1,4127,8,6,B
P10000413008,1,4130,17,8,D
P10000413011,1,4130,17,11,C
P10000413105,1,4131,1,5,C
P10000413412,1,4134,29,12,A
P10000413512,1,4135,10,12,B
P10000413611,1,4136,9,11,D
P10000413616,1,4136,9,16,C
P10000413706,1,4137,13,6,A
P10000413903,1,4139,6,3,A
P10000413916,1,4139,6,16,A
P10000414015,1,4140,18,15,A
P10000414016,1,4140,18,16,B
P10000414108,1,4141,22,8,B
P10000414311,1,4143,20,11,B
P10000414405,1,4144,15,5,D
P10000414410,1,4144,15,10,C
P10000414605,1,4146,27,5,C
P10000414606,1,4146,27,6,A
P10000414703,1,4147,4,3,B
P10000414715,1,4147,4,15,C
P10000414716,1,4147,4,16,B
P10000414814,1,4148,25,14,B
P10000414914,1,4149,23,14,B
P10000415005,1,4150,24,5,C
P10000415010,1,4150,24,10,C
P10000415013,1,4150,24,13,C
P10000415105,1,4151,5,5,B
P10000415109,1,4151,5,9,B
P10000415116,1,4151,5,16,A
P10000415203,1,4152,3,3,B
P10000415207,1,4152,3,7,A
P10000415215,1,4152,3,15,A
P10000415316,1,4153,26,16,C
P10000415608,1,4156,14,8,B
P10000415701,1,4157,8,1,C
P10000415704,1,4157,8,4,B
P10000415706,1,4157,8,6,B
P10000415710,1,4157,8,10,B
P10000415809,1,4158,28,9,B
P10000415815,1,4158,28,15,A
P10000415911,1,4159,2,11,B
P10000416001,1,4160,17,1,A
P10000416007,1,4160,17,7,B
P10000416101,1,4161,1,1,B
P10000416102,1,4161,1,2,A
P10000416111,1,4161,1,11,B
P10000416113,1,4161,1,13,B
P10000416312,1,4163,30,12,B
P10000416401,1,4164,29,1,B
P10000416701,1,4167,13,1,A
P10000416803,1,4168,12,3,A
P10000416809,1,4168,12,9,B
P10000416907,1,4169,6,7,B
P10000417016,1,4170,18,16,C
P10000417215,1,4172,11,15,B
P10000417313,1,4173,20,13,C
P10000417316,1,4173,20,16,B
P10000417512,1,4175,21,12,B
P10000417607,1,4176,27,7,A
P10000417701,1,4177,4,1,B
P10000417713,1,4177,4,13,A
P10000417715,1,4177,4,15,B
P10000417901,1,4179,23,1,B
P10000417909,1,4179,23,9,A
P10000418005,1,4180,24,5,D
P10000418012,1,4180,24,12,C
P10000418016,1,4180,24,16,C
P10000418206,1,4182,3,6,B
P10000418510,1,4185,19,10,C
P10000418606,1,4186,14,6,C
P10000418615,1,4186,14,15,B
P10000418616,1,4186,14,16,B
P10000418813,1,4188,28,13,B
P10000418902,1,4189,2,2,A
P10000418911,1,4189,2,11,A
P10000419005,1,4190,17,5,C
P10000419201,1,4192,16,1,C
P10000419209,1,4192,16,9,C
P10000419303,1,4193,30,3,B
P10000419313,1,4193,30,13,D
P10000419412,1,4194,29,12,C
P10000419512,1,4195,10,12,B
P10000419611,1,4196,9,11,C
P10000419703,1,4197,13,3,A
P10000419816,1,4198,12,16,B
P10000419910,1,4199,6,10,B
P10000420006,1,4200,18,6,B
P10000420116,1,4201,22,16,C
P10000420214,1,4202,11,14,B
P10000420215,1,4202,11,15,A
P10000420216,1,4202,11,16,B
P10000420405,1,4204,15,5,B
P10000420414,1,4204,15,14,A
P10000420505,1,4205,21,5,A
P10000420513,1,4205,21,13,B
P10000420514,1,4205,21,14,B
P10000420605,1,4206,27,5,B
P10000420704,1,4207,4,4,D
P10000420707,1,4207,4,7,D
P10000420712,1,4207,4,12,D
P10000420903,1,4209,23,3,A
P10000421009,1,4210,24,9,D
P10000421108,1,4211,5,8,A
P10000421203,1,4212,3,3,A
P10000421312,1,4213,26,12,C
P10000421406,1,4214,7,6,B
P10000421411,1,4214,7,11,A
P10000421702,1,4217,8,2,A
P10000421803,1,4218,28,3,A
P10000421901,1,4219,2,1,C
P10000421913,1,4219,2,13,B
P10000422115,1,4221,1,15,B
P10000422116,1,4221,1,16,C
P10000422207,1,4222,16,7,C
P10000422210,1,4222,16,10,D
P10000422214,1,4222,16,14,C
P10000422301,1,4223,30,1,C
P10000422315,1,4223,30,15,A
P10000422507,1,4225,10,7,A
P10000422508,1,4225,10,8,B
P10000422514,1,4225,10,14,B
P10000422614,1,4226,9,14,A
P10000422802,1,4228,12,2,A
P10000422813,1,4228,12,13,C
P10000422910,1,4229,6,10,A
P10000423114,1,4231,22,14,B
P10000423115,1,4231,22,15,B
P10000423301,1,4233,20,1,B
P10000423303,1,4233,20,3,A
P10000423308,1,4233,20,8,C
P10000423404,1,4234,15,4,A
P10000423702,1,4237,4,2,B
P10000423803,1,4238,25,3,A
P10000423804,1,4238,25,4,A
P10000423811,1,4238,25,11,A
P10000423907,1,4239,23,7,A
P10000423912,1,4239,23,12,C
P10000423916,1,4239,23,16,B
P10000424002,1,4240,24,2,C
P10000424102,1,4241,5,2,C
P10000424110,1,4241,5,10,C
P10000424111,1,4241,5,11,D
P10000424201,1,4242,3,1,D
P10000424215,1,4242,3,15,B
P10000424216,1,4242,3,16,C
P10000424309,1,4243,26,9,D
P10000424405,1,4244,7,5,D
P10000424509,1,4245,19,9,C
P10000424510,1,4245,19,10,C
P10000424513,1,4245,19,13,B
P10000424603,1,4246,14,3,B
P10000424706,1,4247,8,6,B
P10000424710,1,4247,8,10,B
P10000424711,1,4247,8,11,C
P10000424803,1,4248,28,3,A
P10000424815,1,4248,28,15,A
P10000424905,1,4249,2,5,B
P10000424906,1,4249,2,6,A
P10000424914,1,4249,2,14,A
P10000425012,1,4250,17,12,D
P10000425014,1,4250,17,14,D
P10000425102,1,4251,1,2,B
P10000425316,1,4253,30,16,B
P10000425507,1,4255,10,7,A
P10000425607,1,4256,9,7,A
P10000425615,1,4256,9,15,A
P10000425803,1,4258,12,3,C
P10000425907,1,4259,6,7,A
P10000425911,1,4259,6,11,A
P10000425914,1,4259,6,14,B
P10000425916,1,4259,6,16,B
P10000426016,1,4260,18,16,B
P10000426109,1,4261,22,9,D
P10000426112,1,4261,22,12,D
P10000426204,1,4262,11,4,D
P10000426205,1,4262,11,5,D
P10000426307,1,4263,20,7,D
P10000426505,1,4265,21,5,B
P10000426601,1,4266,27,1,D
P10000426703,1,4267,4,3,C
P10000426710,1,4267,4,10,D
P10000426811,1,4268,25,11,B
P10000427003,1,4270,24,3,B
P10000427303,1,4273,26,3,D
P10000427403,1,4274,7,3,A
P10000427405,1,4274,7,5,C
P10000427414,1,4274,7,14,C
P10000427416,1,4274,7,16,B
P10000427512,1,4275,19,12,C
P10000427604,1,4276,14,4,B
P10000427702,1,4277,8,2,C
P10000427812,1,4278,28,12,B
P10000427909,1,4279,2,9,C
P10000428003,1,4280,17,3,D
P10000428007,1,4280,17,7,D
P10000428012,1,4280,17,12,D
P10000428105,1,4281,1,5,B
P10000428107,1,4281,1,7,B
P10000428112,1,4281,1,12,C
P10000428214,1,4282,16,14,C
P10000428308,1,4283,30,8,D
P10000428511,1,4285,10,11,B
P10000428513,1,4285,10,13,B
P10000428601,1,4286,9,1,A
P10000428610,1,4286,9,10,A
P10000428805,1,4288,12,5,C
P10000429001,1,4290,18,1,B
P10000429005,1,4290,18,5,C
P10000429006,1,4290,18,6,A
P10000429009,1,4290,18,9,C
P10000429116,1,4291,22,16,B
P10000429215,1,4292,11,15,A
P10000429310,1,4293,20,10,C
P10000429502,1,4295,21,2,B
P10000429503,1,4295,21,3,D
P10000429613,1,4296,27,13,C
P10000429714,1,4297,4,14,B
P10000430012,1,4300,24,12,C
P10000430104,1,4301,5,4,B
P10000430113,1,4301,5,13,C
P10000430208,1,4302,3,8,C
P10000430213,1,4302,3,13,C
P10000430214,1,4302,3,14,B
P10000430301,1,4303,26,1,B
P10000430602,1,4306,14,2,B
P10000430714,1,4307,8,14,C
P10000430805,1,4308,28,5,D
P10000430807,1,4308,28,7,B
P10000430812,1,4308,28,12,B
P10000431001,1,4310,17,1,B
P10000431016,1,4310,17,16,D
P10000431105,1,4311,1,5,D
P10000431108,1,4311,1,8,C
P10000431113,1,4311,1,13,C
P10000431404,1,4314,29,4,B
P10000431605,1,4316,9,5,A
P10000431702,1,4317,13,2,C
P10000431705,1,4317,13,5,C
P10000431711,1,4317,13,11,C
P10000431716,1,4317,13,16,C
P10000431815,1,4318,12,15,B
P10000432001,1,4320,18,1,B
P10000432105,1,4321,22,5,C
P10000432110,1,4321,22,10,B
P10000432203,1,4322,11,3,A
P10000432214,1,4322,11,14,C
P10000432501,1,4325,21,1,B
P10000432505,1,4325,21,5,A
P10000432703,1,4327,4,3,A
P10000432704,1,4327,4,4,C
P10000432810,1,4328,25,10,A
P10000432814,1,4328,25,14,B
P10000432915,1,4329,23,15,D
P10000433203,1,4332,3,3,A
P10000433404,1,4334,7,4,B
P10000433605,1,4336,14,5,D
P10000433607,1,4336,14,7,D
P10000433614,1,4336,14,14,C
P10000433804,1,4338,28,4,C
P10000433903,1,4339,2,3,B
P10000434008,1,4340,17,8,C
P10000434014,1,4340,17,14,A
P10000434209,1,4342,16,9,B
P10000434210,1,4342,16,10,B
P10000434215,1,4342,16,15,A
P10000434303,1,4343,30,3,A
P10000434307,1,4343,30,7,B
P10000434313,1,4343,30,13,B
P10000434407,1,4344,29,7,A
P10000434411,1,4344,29,11,A
P10000434412,1,4344,29,12,B
P10000434503,1,4345,10,3,A
P10000434610,1,4346,9,10,C
P10000434612,1,4346,9,12,C
P10000434710,1,4347,13,10,A
P10000434716,1,4347,13,16,B
P10000435001,1,4350,18,1,D
P10000435203,1,4352,11,3,A
P10000435205,1,4352,11,5,B
P10000435212,1,4352,11,12,C
P10000435312,1,4353,20,12,C
P10000435315,1,4353,20,15,C
P10000435509,1,4355,21,9,D
P10000435611,1,4356,27,11,A
P10000435905,1,4359,23,5,B
P10000435912,1,4359,23,12,B
P10000435913,1,4359,23,13,B
P10000435915,1,4359,23,15,A
P10000436203,1,4362,3,3,A
P10000436208,1,4362,3,8,B
P10000436406,1,4364,7,6,D
P10000436408,1,4364,7,8,B
P10000436504,1,4365,19,4,D
P10000436510,1,4365,19,10,C
P10000436612,1,4366,14,12,D
P10000436704,1,4367,8,4,C
P10000436705,1,4367,8,5,D
P10000436715,1,4367,8,15,C
P10000436806,1,4368,28,6,B
P10000436906,1,4369,2,6,C
P10000437007,1,4370,17,7,C
P10000437107,1,4371,1,7,A
P10000437113,1,4371,1,13,C
P10000437204,1,4372,16,4,C
P10000437206,1,4372,16,6,B
P10000437212,1,4372,16,12,B
P10000437403,1,4374,29,3,A
P10000437608,1,4376,9,8,B
P10000437609,1,4376,9,9,C
P10000437703,1,4377,13,3,A
P10000437810,1,4378,12,10,D
P10000437812,1,4378,12,12,B
P10000437813,1,4378,12,13,C
P10000437905,1,4379,6,5,B
P10000437908,1,4379,6,8,B
P10000437914,1,4379,6,14,A
P10000438014,1,4380,18,14,C
P10000438103,1,4381,22,3,C
P10000438202,1,4382,11,2,A
P10000438302,1,4383,20,2,C
P10000438308,1,4383,20,8,B
P10000438311,1,4383,20,11,B
P10000438401,1,4384,15,1,C
P10000438406,1,4384,15,6,D
P10000438501,1,4385,21,1,D
P10000438503,1,4385,21,3,C
P10000438609,1,4386,27,9,C
P10000438710,1,4387,4,10,C
P10000438716,1,4387,4,16,C
P10000438807,1,4388,25,7,A
P10000438912,1,4389,23,12,C
P10000438914,1,4389,23,14,B
P10000439008,1,4390,24,8,C
P10000439010,1,4390,24,10,B
P10000439116,1,4391,5,16,D
P10000439208,1,4392,3,8,C
P10000439314,1,4393,26,14,B
P10000439402,1,4394,7,2,A
